Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Michael Baldisimo,62,CDM,bronze,Canada,54,43,64,61,58,53,https://wefut.com/player/22/12793/michael-baldisimo
Osaze Urhoghide,62,CB,bronze,England,64,27,44,48,63,66,https://wefut.com/player/22/12792/osaze-urhoghide
Kylian Kaïboué,62,LB,bronze,France,66,52,59,58,59,55,https://wefut.com/player/22/12791/kylian-kaiboue
Damian Gąska,62,CAM,bronze,Poland,67,53,60,65,48,57,https://wefut.com/player/22/12790/damian-gaska
J'Neil Bennett,62,LM,bronze,England,53,52,63,63,58,56,https://wefut.com/player/22/12787/keaghan-jacobs
Hong Hyeon Seok,62,CM,bronze,Korea Republic,66,51,63,64,59,62,https://wefut.com/player/22/12781/hong-hyeon-seok
Noah Plume,62,CDM,bronze,Germany,60,50,54,53,62,69,https://wefut.com/player/22/12780/noah-plume
D'Mani Mellor,62,ST,bronze,England,72,59,53,61,41,64,https://wefut.com/player/22/12779/d-mani-mellor
Arbenit Xhemajli,62,CB,bronze,Kosovo,50,26,33,37,63,67,https://wefut.com/player/22/12778/arbenit-xhemajli
David Philipp,62,LM,bronze,Germany,77,60,57,67,39,53,https://wefut.com/player/22/12776/david-philipp
Mouhamadou Drammeh,62,CDM,bronze,France,56,33,56,55,60,67,https://wefut.com/player/22/12775/mouhamadou-drammeh
Connor Krempicki,62,CM,bronze,Germany,63,54,57,62,57,68,https://wefut.com/player/22/12774/connor-krempicki
Scott High,62,CM,bronze,England,67,53,62,65,54,55,https://wefut.com/player/22/12773/scott-high
Florian Chabrolle,62,CAM,bronze,France,56,57,63,66,31,48,https://wefut.com/player/22/12772/florian-chabrolle
Wiktor Długosz,62,RM,bronze,Poland,80,52,57,60,51,60,https://wefut.com/player/22/12771/wiktor-dlugosz
Jaidon Anthony,62,ST,bronze,England,72,61,48,65,21,61,https://wefut.com/player/22/12770/jaidon-anthony
Alex Cochrane,62,LB,bronze,England,71,41,59,60,58,59,https://wefut.com/player/22/12769/alex-cochrane
Frederik Winther,62,CB,bronze,Denmark,58,31,50,58,62,62,https://wefut.com/player/22/12765/frederik-winther
Yanis Begraoui,62,RM,bronze,France,79,58,52,63,21,56,https://wefut.com/player/22/12763/yanis-begraoui
Paul Marie,62,RB,bronze,France,70,45,50,61,58,58,https://wefut.com/player/22/12761/paul-marie
Alfon,62,ST,bronze,Spain,74,63,51,67,32,53,https://wefut.com/player/22/12759/alfon
Meritan Shabani,62,CAM,bronze,Germany,68,54,62,65,35,55,https://wefut.com/player/22/12758/meritan-shabani
Sander Moen Foss,62,CB,bronze,Norway,59,25,41,45,63,66,https://wefut.com/player/22/12757/sander-moen-foss
Park Jeong Soo,62,CDM,bronze,Korea Republic,52,51,57,57,56,66,https://wefut.com/player/22/12756/park-jeong-soo
Simon Asta,62,RB,bronze,Germany,66,31,47,61,60,58,https://wefut.com/player/22/12755/simon-asta
Wyatt Omsberg,62,CB,bronze,United States,42,24,40,34,62,71,https://wefut.com/player/22/12754/wyatt-omsberg
Dániel Csóka,62,CB,bronze,Hungary,61,24,43,50,61,70,https://wefut.com/player/22/12753/daniel-csoka
Grant Lillard,62,CB,bronze,United States,42,27,42,38,62,73,https://wefut.com/player/22/12752/grant-lillard
Dan Kelly,62,RM,bronze,Republic of Ireland,79,52,55,60,35,48,https://wefut.com/player/22/12750/dan-kelly
Kristófer Kristinsson,62,ST,bronze,Iceland,66,61,58,65,39,58,https://wefut.com/player/22/12748/kristofer-kristinsson
Yosuke Akiyama,62,LB,bronze,Japan,66,51,59,64,56,62,https://wefut.com/player/22/12747/yosuke-akiyama
Marco Hausjell,62,RM,bronze,Austria,77,61,56,63,21,54,https://wefut.com/player/22/12745/marco-hausjell
Oscar Macías,62,CM,bronze,Mexico,72,54,62,65,52,61,https://wefut.com/player/22/12743/oscar-macias
Tom Sang,62,RWB,bronze,England,65,45,53,58,59,65,https://wefut.com/player/22/12742/tom-sang
Brandon Servania,62,CDM,bronze,United States,68,50,59,64,58,61,https://wefut.com/player/22/12741/brandon-servania
Bryce Hosannah,62,RB,bronze,England,76,44,55,61,58,62,https://wefut.com/player/22/12740/bryce-hosannah
Jamie Lennon,62,CDM,bronze,Republic of Ireland,45,51,60,58,59,67,https://wefut.com/player/22/12738/jamie-lennon
Angus Thurgate,62,CM,bronze,Australia,68,52,58,64,55,64,https://wefut.com/player/22/12736/angus-thurgate
Xavier Amaechi,62,RW,bronze,England,78,54,55,65,24,49,https://wefut.com/player/22/12735/xavier-amaechi
Tass Mourdoukoutas,62,CB,bronze,Australia,67,32,49,57,61,71,https://wefut.com/player/22/12734/tass-mourdoukoutas
Amer Ordagić,62,CM,bronze,Bosnia Herzegovina,67,54,59,63,59,65,https://wefut.com/player/22/12733/amer-ordagic
Matty Virtue,62,CM,bronze,England,68,54,57,65,58,61,https://wefut.com/player/22/12732/matty-virtue
Ahmed Ashraf,62,RM,bronze,Saudi Arabia,75,51,56,66,38,55,https://wefut.com/player/22/12731/ahmed-ashraf
Marcel Benger,62,CDM,bronze,Germany,57,42,56,59,62,62,https://wefut.com/player/22/12730/marcel-benger
Ryan Leak,62,CB,bronze,Wales,51,30,36,41,62,69,https://wefut.com/player/22/12729/ryan-leak
Turki Al Ammar,62,CM,bronze,Saudi Arabia,72,53,62,66,48,62,https://wefut.com/player/22/12727/turki-al-ammar
Oliver Šarkić,62,RM,bronze,Montenegro,69,61,54,62,26,54,https://wefut.com/player/22/12726/oliver-sarkic
Andrew Lyons,62,RB,bronze,Republic of Ireland,70,44,54,57,58,53,https://wefut.com/player/22/12725/andrew-lyons
Harvey Knibbs,62,ST,bronze,England,73,61,46,59,26,69,https://wefut.com/player/22/12724/harvey-knibbs
Kornelius N. Hansen,62,LW,bronze,Norway,70,58,57,68,34,55,https://wefut.com/player/22/12723/kornelius-n-hansen
Lino Tempelmann,62,CM,bronze,Germany,67,39,60,66,56,59,https://wefut.com/player/22/12719/lino-tempelmann
Braian Galván,62,LM,bronze,Argentina,78,55,58,62,43,58,https://wefut.com/player/22/12717/braian-galvan
Marco Olivieri,62,ST,bronze,Italy,72,59,51,63,25,60,https://wefut.com/player/22/12713/marco-olivieri
Jack Sparkes,62,LB,bronze,England,76,44,53,60,57,58,https://wefut.com/player/22/12708/jack-sparkes
Callum Whelan,62,CM,bronze,England,60,52,60,64,61,62,https://wefut.com/player/22/12705/callum-whelan
Tobias Børkeeiet,62,CDM,bronze,Norway,57,46,56,60,61,67,https://wefut.com/player/22/12702/tobias-borkeeiet
Michael Lema,62,LM,bronze,Austria,71,58,60,66,34,39,https://wefut.com/player/22/12699/michael-lema
Danny Lloyd,62,LW,bronze,England,76,61,57,63,32,46,https://wefut.com/player/22/12697/danny-lloyd
Alex Sobczyk,62,ST,bronze,Austria,66,61,43,60,25,61,https://wefut.com/player/22/12696/alex-sobczyk
Patrick Kapp,62,CB,bronze,Germany,71,45,42,49,61,66,https://wefut.com/player/22/12694/patrick-kapp
Dawid Kurminowski,62,ST,bronze,Poland,72,60,42,57,20,63,https://wefut.com/player/22/12692/dawid-kurminowski
Will Smith,62,CB,bronze,England,67,26,40,46,62,71,https://wefut.com/player/22/12689/will-smith
Johannes Tartarotti,62,CM,bronze,Austria,65,56,63,65,55,62,https://wefut.com/player/22/12686/johannes-tartarotti
Nuno da Silva,62,RM,bronze,Portugal,66,52,61,63,42,45,https://wefut.com/player/22/12684/nuno-da-silva
Justin Bakker,62,CB,bronze,Netherlands,66,32,43,49,63,60,https://wefut.com/player/22/12683/justin-bakker
Noel Knothe,62,CB,bronze,Germany,61,36,45,45,63,67,https://wefut.com/player/22/12682/noel-knothe
Max Melbourne,62,LB,bronze,England,72,31,46,55,60,71,https://wefut.com/player/22/12681/max-melbourne
Julius Eskesen,62,CM,bronze,Denmark,69,50,60,67,54,59,https://wefut.com/player/22/12679/julius-eskesen
Eden Massouema,62,CM,bronze,France,60,48,59,62,61,65,https://wefut.com/player/22/12678/eden-massouema
Souleymane Aw,62,LB,bronze,Senegal,73,30,49,59,57,61,https://wefut.com/player/22/12677/souleymane-aw
Firat Sucsuz,62,LM,bronze,Turkey,77,44,60,63,55,59,https://wefut.com/player/22/12675/firat-sucsuz
Mohammed Mohsen Harzan,62,LM,bronze,Saudi Arabia,74,47,57,67,39,52,https://wefut.com/player/22/12673/mohammed-mohsen-harzan
Serhat Koruk,62,ST,bronze,Turkey,69,62,41,59,26,63,https://wefut.com/player/22/12672/serhat-koruk
Ulrik Fredriksen,62,CB,bronze,Norway,55,27,43,47,60,72,https://wefut.com/player/22/12671/ulrik-fredriksen
Richard Nartey,62,CB,bronze,England,64,28,44,51,62,66,https://wefut.com/player/22/12670/richard-nartey
Yeo Bong Hun,62,CM,bronze,Korea Republic,66,57,58,62,53,66,https://wefut.com/player/22/12662/yeo-bong-hun
Brandon Fleming,62,LB,bronze,England,74,35,49,63,58,58,https://wefut.com/player/22/12661/brandon-fleming
Patrick Sussek,62,LM,bronze,Germany,73,50,63,63,52,54,https://wefut.com/player/22/12659/jordan-holsgrove
Lewis Banks,62,RB,bronze,England,72,36,53,60,59,65,https://wefut.com/player/22/12658/lewis-banks
Mark Harris,62,ST,bronze,Wales,69,59,57,62,39,61,https://wefut.com/player/22/12657/mark-harris
Tatsuya Yamashita,62,CB,bronze,Japan,54,29,46,48,63,64,https://wefut.com/player/22/12655/tatsuya-yamashita
Naoki Kawaguchi,62,RB,bronze,Japan,65,25,38,50,63,62,https://wefut.com/player/22/12654/naoki-kawaguchi
Sam Stubbs,62,CB,bronze,England,51,29,40,52,62,66,https://wefut.com/player/22/12650/sam-stubbs
Yoan Severin,62,CB,bronze,France,65,27,49,50,62,66,https://wefut.com/player/22/12647/yoan-severin
Lee Seung Mo,62,CAM,bronze,Korea Republic,69,48,59,64,56,69,https://wefut.com/player/22/12646/lee-seung-mo
Josh Kay,62,LWB,bronze,England,72,50,53,58,56,66,https://wefut.com/player/22/12643/josh-kay
You Ju An,62,ST,bronze,Korea Republic,72,59,57,64,37,64,https://wefut.com/player/22/12639/you-ju-an
Davis Keillor-Dunn,62,ST,bronze,England,79,58,58,63,29,60,https://wefut.com/player/22/12638/davis-keillor-dunn
Marcin Wasielewski,62,RWB,bronze,Poland,76,34,54,58,56,68,https://wefut.com/player/22/12637/marcin-wasielewski
Dylan Watts,62,CM,bronze,Republic of Ireland,63,57,62,64,56,55,https://wefut.com/player/22/12635/dylan-watts
Jake Vokins,62,LB,bronze,England,69,45,51,62,58,60,https://wefut.com/player/22/12633/jake-vokins
Thomas O'Connor,62,LB,bronze,Republic of Ireland,66,46,58,58,57,69,https://wefut.com/player/22/12631/thomas-o-connor
James Brown,62,RWB,bronze,England,70,30,49,59,58,68,https://wefut.com/player/22/12629/james-brown
Cameron John,62,LB,bronze,England,75,34,49,56,60,67,https://wefut.com/player/22/12628/cameron-john
Jordan O'Doherty,62,CM,bronze,Australia,74,56,61,66,58,64,https://wefut.com/player/22/12627/jordan-o-doherty
Harry Paton,62,CM,bronze,Canada,71,55,60,65,54,61,https://wefut.com/player/22/12626/harry-paton
Marcus Godinho,62,RB,bronze,Canada,75,28,53,64,57,63,https://wefut.com/player/22/12624/marcus-godinho
Manuel Cabit,62,LB,bronze,France,67,38,58,61,62,58,https://wefut.com/player/22/12623/manuel-cabit
Tareq Abdullah,62,RB,bronze,Saudi Arabia,68,28,50,55,61,64,https://wefut.com/player/22/12622/tareq-abdullah
Miles Welch-Hayes,62,RB,bronze,England,76,36,48,54,60,69,https://wefut.com/player/22/12619/miles-welch-hayes
Calum MacDonald,62,LB,bronze,Scotland,71,32,46,55,59,61,https://wefut.com/player/22/12618/calum-macdonald
Jakub Arak,62,ST,bronze,Poland,73,56,58,59,37,68,https://wefut.com/player/22/12617/jakub-arak
Sondre Solholm Johansen,62,CB,bronze,Norway,53,31,29,50,62,73,https://wefut.com/player/22/12613/sondre-solholm-johansen
Mads Kaalund,62,CM,bronze,Denmark,67,56,59,63,52,66,https://wefut.com/player/22/12612/mads-kaalund
Kevin Martin Krygård,62,CM,bronze,Norway,63,53,58,63,57,69,https://wefut.com/player/22/12610/kevin-martin-krygard
Matthew Platt,62,CB,bronze,England,63,28,42,44,61,72,https://wefut.com/player/22/12608/matthew-platt
Corey O'Keeffe,62,RB,bronze,Republic of Ireland,74,52,58,61,57,66,https://wefut.com/player/22/12607/corey-o-keeffe
Hiroki Ito,62,CB,bronze,Japan,69,51,59,59,61,68,https://wefut.com/player/22/12606/hiroki-ito
Fynn Arkenberg,62,CB,bronze,Germany,72,32,50,56,61,70,https://wefut.com/player/22/12604/fynn-arkenberg
Connor O'Toole,62,LB,bronze,Australia,76,32,50,62,56,59,https://wefut.com/player/22/12603/connor-o-toole
Aaron Lewis,62,RWB,bronze,Wales,68,38,54,58,59,70,https://wefut.com/player/22/12602/aaron-lewis
Lee Dong Su,62,CM,bronze,Korea Republic,55,45,56,60,60,66,https://wefut.com/player/22/12601/lee-dong-su
Mamadou Doucouré,62,CB,bronze,France,63,31,49,53,62,59,https://wefut.com/player/22/12599/mamadou-doucoure
Daniel Udoh,62,ST,bronze,Nigeria,80,59,51,64,35,64,https://wefut.com/player/22/12598/daniel-udoh
Paul Kalambayi,62,CB,bronze,England,69,22,41,45,62,73,https://wefut.com/player/22/12597/paul-kalambayi
Lee Han Do,62,CB,bronze,Korea Republic,62,34,47,58,60,73,https://wefut.com/player/22/12595/lee-han-do
Daisuke Ishizu,62,LM,bronze,Japan,67,63,55,65,19,60,https://wefut.com/player/22/12593/daisuke-ishizu
Park Jeong Su,62,CB,bronze,Korea Republic,59,32,47,54,59,70,https://wefut.com/player/22/12592/park-jeong-su
Yoshiki Takahashi,62,CM,bronze,Japan,38,56,56,62,61,69,https://wefut.com/player/22/12591/yoshiki-takahashi
Fahad Ghazi,62,LB,bronze,Saudi Arabia,72,26,48,57,59,65,https://wefut.com/player/22/12590/fahad-ghazi
Tomoki Imai,62,CB,bronze,Japan,63,24,43,52,60,70,https://wefut.com/player/22/12589/tomoki-imai
Riki Matsuda,62,ST,bronze,Japan,59,64,55,57,32,57,https://wefut.com/player/22/12587/riki-matsuda
Nathan Broadhead,62,LM,bronze,Wales,67,63,58,65,31,50,https://wefut.com/player/22/12586/nathan-broadhead
Takumi Sasaki,62,CF,bronze,Japan,79,60,58,67,32,47,https://wefut.com/player/22/12583/takumi-sasaki
Moussa Sanoh,62,RM,bronze,Netherlands,77,54,51,62,33,67,https://wefut.com/player/22/12581/moussa-sanoh
Stefan Silva,62,ST,bronze,Sweden,67,62,60,66,35,57,https://wefut.com/player/22/12580/stefan-silva
Jamie Hopcutt,62,LW,bronze,England,72,61,54,65,43,61,https://wefut.com/player/22/12571/jamie-hopcutt
Marcus McGuane,62,CM,bronze,England,71,47,62,64,54,63,https://wefut.com/player/22/12570/marcus-mcguane
Gabriel Osho,62,CB,bronze,England,68,30,46,52,61,66,https://wefut.com/player/22/12568/gabriel-osho
Joe Maguire,62,LB,bronze,England,72,40,54,58,58,61,https://wefut.com/player/22/12566/joe-maguire
Alex Pattison,62,CM,bronze,England,69,53,59,66,60,63,https://wefut.com/player/22/12561/alex-pattison
Ethan Robson,62,CM,bronze,England,63,56,63,61,58,63,https://wefut.com/player/22/12559/ethan-robson
Osama Al Khalaf,62,RB,bronze,Saudi Arabia,76,46,60,63,54,68,https://wefut.com/player/22/12556/osama-al-khalaf
Bryan Colula,62,RB,bronze,Mexico,66,35,52,57,60,58,https://wefut.com/player/22/12551/bryan-colula
Cian Harries,62,CB,bronze,Wales,56,26,55,56,62,64,https://wefut.com/player/22/12546/cian-harries
Jamie Sterry,62,RWB,bronze,England,74,47,54,60,57,70,https://wefut.com/player/22/12543/jamie-sterry
Wes McDonald,62,LM,bronze,England,82,57,54,66,39,66,https://wefut.com/player/22/12542/wes-mcdonald
Joe Powell,62,CM,bronze,England,74,58,63,65,53,58,https://wefut.com/player/22/12539/joe-powell
Georgie Kelly,62,ST,bronze,Republic of Ireland,60,62,48,54,22,70,https://wefut.com/player/22/12538/georgie-kelly
Pedro López,62,CB,bronze,Spain,61,31,46,44,63,67,https://wefut.com/player/22/12537/pedro-lopez
William Kurtović,62,CM,bronze,Sweden,58,58,61,63,56,72,https://wefut.com/player/22/12535/william-kurtovic
Lee Tae Hee,62,RWB,bronze,Korea Republic,72,40,54,58,59,65,https://wefut.com/player/22/12534/lee-tae-hee
Jay Chapman,62,CM,bronze,Canada,63,55,60,65,52,69,https://wefut.com/player/22/12530/jay-chapman
Jack McMillan,62,LB,bronze,Scotland,67,33,49,56,58,66,https://wefut.com/player/22/12528/jack-mcmillan
Aron Elís Þrándarson,62,CM,bronze,Iceland,70,58,62,66,56,71,https://wefut.com/player/22/12527/aron-elis-thrandarson
Sultan Mandash,62,RM,bronze,Saudi Arabia,80,56,53,64,24,54,https://wefut.com/player/22/12525/sultan-mandash
Jin Yangyang,62,CB,bronze,China PR,57,29,37,42,62,73,https://wefut.com/player/22/12523/jin-yangyang
Ronan Coughlan,62,ST,bronze,Republic of Ireland,75,60,54,64,24,67,https://wefut.com/player/22/12519/ronan-coughlan
Nathan Dekoké,62,LB,bronze,France,61,53,52,60,62,57,https://wefut.com/player/22/12518/nathan-dekoke
Wang Jie,62,CB,bronze,China PR,50,44,41,51,60,74,https://wefut.com/player/22/12515/wang-jie
Ryan Fallowfield,62,RB,bronze,England,72,46,54,58,57,66,https://wefut.com/player/22/12505/ryan-fallowfield
Paweł Baranowski,62,CB,bronze,Poland,62,32,36,35,62,70,https://wefut.com/player/22/12503/pawel-baranowski
Greg Sloggett,62,CDM,bronze,Republic of Ireland,53,55,61,59,59,65,https://wefut.com/player/22/12500/greg-sloggett
Scott Burgess,62,CM,bronze,England,73,58,61,64,56,59,https://wefut.com/player/22/12498/scott-burgess
Nathan Smith,62,CB,bronze,England,56,31,37,41,62,73,https://wefut.com/player/22/12497/nathan-smith
Kim Sang Won,62,LB,bronze,Korea Republic,76,52,58,62,56,62,https://wefut.com/player/22/12496/kim-sang-won
Zhu Baojie,62,LM,bronze,China PR,62,53,61,62,52,59,https://wefut.com/player/22/12492/zhu-baojie
Liu Yang,62,CB,bronze,China PR,59,36,50,53,59,73,https://wefut.com/player/22/12485/liu-yang
Patrick Mullins,62,ST,bronze,United States,54,62,43,61,33,67,https://wefut.com/player/22/12483/patrick-mullins
Sid Nelson,62,CB,bronze,England,50,27,40,46,61,74,https://wefut.com/player/22/12482/sid-nelson
Sandi Križman,62,RW,bronze,Croatia,71,61,59,60,30,56,https://wefut.com/player/22/12481/sandi-krizman
Raid Al Ghamdi,62,ST,bronze,Saudi Arabia,75,61,56,63,38,64,https://wefut.com/player/22/12479/raid-al-ghamdi
Cameron Dummigan,62,RB,bronze,Northern Ireland,69,42,52,59,58,63,https://wefut.com/player/22/12478/cameron-dummigan
Ryan Johnson,62,CB,bronze,Northern Ireland,72,24,44,53,60,73,https://wefut.com/player/22/12477/ryan-johnson
Amaar Al Dohaim,62,CB,bronze,Saudi Arabia,66,41,45,48,60,71,https://wefut.com/player/22/12474/amaar-al-dohaim
Declan McDaid,62,RM,bronze,Scotland,76,49,58,65,41,56,https://wefut.com/player/22/12473/declan-mcdaid
Lei Tenglong,62,CB,bronze,China PR,65,24,41,46,62,66,https://wefut.com/player/22/12472/lei-tenglong
Sebas Moyano,62,RM,bronze,Spain,68,52,58,66,35,39,https://wefut.com/player/22/12471/sebas-moyano
Lorenzo Gordinho,62,CB,bronze,South Africa,61,35,49,52,60,67,https://wefut.com/player/22/12470/lorenzo-gordinho
Janik Jesgarzewski,62,RB,bronze,Germany,69,40,56,55,57,64,https://wefut.com/player/22/12466/janik-jesgarzewski
Lautaro Rinaldi,62,ST,bronze,Argentina,70,62,54,64,24,64,https://wefut.com/player/22/12464/lautaro-rinaldi
Josh Daniels,62,LM,bronze,Republic of Ireland,82,56,54,63,30,54,https://wefut.com/player/22/12460/josh-daniels
Filip Sachpekidis,62,CF,bronze,Sweden,66,60,58,67,36,65,https://wefut.com/player/22/12459/filip-sachpekidis
Dan Jones,62,LB,bronze,England,68,27,49,53,59,70,https://wefut.com/player/22/12457/dan-jones
Louis John,62,CB,bronze,England,65,25,41,45,61,71,https://wefut.com/player/22/12455/louis-john
David Ferguson,62,LWB,bronze,England,74,43,54,60,56,66,https://wefut.com/player/22/12454/david-ferguson
Brad Walker,62,CM,bronze,England,67,57,58,64,59,70,https://wefut.com/player/22/12451/brad-walker
Rhys Oates,62,ST,bronze,England,73,62,51,62,34,67,https://wefut.com/player/22/12450/rhys-oates
Kosuke Kinoshita,62,ST,bronze,Japan,64,61,49,62,24,71,https://wefut.com/player/22/12447/kosuke-kinoshita
Lee Chang Yong,62,CB,bronze,Korea Republic,57,33,51,56,60,72,https://wefut.com/player/22/12446/lee-chang-yong
Kim Dae Gyeong,62,RM,bronze,Korea Republic,72,56,57,64,48,57,https://wefut.com/player/22/12444/kim-dae-gyeong
Sandrino Braun-Schumacher,62,CB,bronze,Germany,45,42,47,54,61,71,https://wefut.com/player/22/12441/sandrino-braun-schumacher
Ünal Tosun,62,CM,bronze,Germany,68,53,60,66,54,64,https://wefut.com/player/22/12440/unal-tosun
Daniel Dziwniel,62,LB,bronze,Poland,71,44,56,63,58,65,https://wefut.com/player/22/12439/daniel-dziwniel
Sari Amro,62,LB,bronze,Saudi Arabia,73,47,59,55,56,69,https://wefut.com/player/22/12438/sari-amro
Louis Fenton,62,RB,bronze,New Zealand,74,51,57,60,56,65,https://wefut.com/player/22/12436/louis-fenton
Caolan Lavery,62,ST,bronze,Northern Ireland,75,60,56,63,39,67,https://wefut.com/player/22/12435/caolan-lavery
Kieran Wallace,62,LB,bronze,England,61,49,56,61,59,66,https://wefut.com/player/22/12433/kieran-wallace
Aqeel Al Sahabi,62,CB,bronze,Saudi Arabia,67,33,46,54,62,71,https://wefut.com/player/22/12431/aqeel-al-sahabi
Philipp Hütter,62,RM,bronze,Austria,66,54,60,62,56,64,https://wefut.com/player/22/12428/philipp-hutter
Nathaniel Knight-Percival,62,CB,bronze,England,45,30,40,46,62,73,https://wefut.com/player/22/12423/nathaniel-knight-percival
Marco Armellino,62,CM,bronze,Italy,63,41,58,63,58,65,https://wefut.com/player/22/12421/marco-armellino
Ahn Young Kyu,62,CB,bronze,Korea Republic,61,27,38,52,61,71,https://wefut.com/player/22/12419/ahn-young-kyu
John Mountney,62,RB,bronze,Republic of Ireland,70,57,61,60,55,71,https://wefut.com/player/22/12418/john-mountney
Brennan Dickenson,62,LW,bronze,England,80,58,57,63,56,69,https://wefut.com/player/22/12417/brennan-dickenson
Mart Lieder,62,ST,bronze,Netherlands,63,61,50,64,22,70,https://wefut.com/player/22/12415/mart-lieder
Viljormur Davidsen,62,LB,bronze,Faroe Islands,68,42,54,60,58,64,https://wefut.com/player/22/12411/viljormur-davidsen
Soufian Benyamina,62,ST,bronze,Germany,67,62,42,62,34,69,https://wefut.com/player/22/12410/soufian-benyamina
Ross Millen,62,RB,bronze,Scotland,64,41,55,59,59,69,https://wefut.com/player/22/12405/ross-millen
Shaun Byrne,62,CM,bronze,Scotland,68,51,59,62,59,66,https://wefut.com/player/22/12404/shaun-byrne
Choi Jong Hoan,62,RB,bronze,Korea Republic,63,47,59,61,56,70,https://wefut.com/player/22/12402/choi-jong-hoan
Elliott Hewitt,62,CM,bronze,Wales,72,53,59,64,59,69,https://wefut.com/player/22/12400/elliott-hewitt
Luke Norris,62,ST,bronze,England,63,63,50,59,27,73,https://wefut.com/player/22/12399/luke-norris
Jake Reeves,62,CM,bronze,England,74,52,62,67,53,67,https://wefut.com/player/22/12398/jake-reeves
George Taft,62,CB,bronze,England,53,35,49,48,61,74,https://wefut.com/player/22/12397/george-taft
Rasmus Sjöstedt,62,CB,bronze,Sweden,71,37,55,56,59,72,https://wefut.com/player/22/12392/rasmus-sjostedt
Ivar Furu,62,CB,bronze,Norway,39,36,50,46,62,72,https://wefut.com/player/22/12391/ivar-furu
Park Gi Dong,62,ST,bronze,Korea Republic,55,59,54,57,29,72,https://wefut.com/player/22/12390/park-gi-dong
Francesco D'Onofrio,62,RB,bronze,Belgium,66,34,54,58,59,65,https://wefut.com/player/22/12387/francesco-d-onofrio
Kim Dong Woo,62,CB,bronze,Korea Republic,51,34,46,51,62,73,https://wefut.com/player/22/12386/kim-dong-woo
Kristoffer N. Hansen,62,LW,bronze,Norway,79,56,56,64,43,58,https://wefut.com/player/22/12383/kristoffer-n-hansen
Hallam Hope,62,ST,bronze,Barbados,73,60,56,62,30,59,https://wefut.com/player/22/12378/hallam-hope
Ben Coker,62,LB,bronze,England,65,41,56,57,58,64,https://wefut.com/player/22/12376/ben-coker
Kelvin Mellor,62,RB,bronze,England,67,40,54,57,58,69,https://wefut.com/player/22/12375/kelvin-mellor
David McMillan,62,ST,bronze,Republic of Ireland,59,61,50,58,27,65,https://wefut.com/player/22/12374/david-mcmillan
Liam Ridehalgh,62,LB,bronze,England,69,50,56,58,58,67,https://wefut.com/player/22/12370/liam-ridehalgh
Jack Payne,62,CM,bronze,England,61,57,60,63,58,67,https://wefut.com/player/22/12368/jack-payne
Ben Reeves,62,CM,bronze,Northern Ireland,70,55,61,67,53,62,https://wefut.com/player/22/12367/ben-reeves
Antony Golec,62,CB,bronze,Australia,48,30,44,46,62,73,https://wefut.com/player/22/12364/antony-golec
Flamur Kastrati,62,ST,bronze,Kosovo,78,59,52,62,40,72,https://wefut.com/player/22/12363/flamur-kastrati
Kristian Dennis,62,ST,bronze,England,67,63,51,60,37,71,https://wefut.com/player/22/12357/kristian-dennis
Freddie Sears,62,ST,bronze,England,69,61,60,66,38,59,https://wefut.com/player/22/12356/freddie-sears
Nathan Delfouneso,62,ST,bronze,England,68,60,58,65,29,58,https://wefut.com/player/22/12352/nathan-delfouneso
Mark Ellis,62,CB,bronze,England,53,30,43,46,62,66,https://wefut.com/player/22/12351/mark-ellis
Pádraig Amond,62,ST,bronze,Republic of Ireland,62,62,49,59,33,65,https://wefut.com/player/22/12349/padraig-amond
Nicky Featherstone,62,CDM,bronze,England,56,58,62,62,58,68,https://wefut.com/player/22/12348/nicky-featherstone
Boris Prokopič,62,CM,bronze,Austria,53,58,64,64,57,58,https://wefut.com/player/22/12347/boris-prokopic
Bernd Nehrig,62,CDM,bronze,Germany,51,49,59,58,61,60,https://wefut.com/player/22/12338/bernd-nehrig
Lloyd Kerry,62,CM,bronze,England,67,53,59,64,56,62,https://wefut.com/player/22/12336/lloyd-kerry
Rory McArdle,62,CB,bronze,Northern Ireland,34,27,43,40,62,72,https://wefut.com/player/22/12333/rory-mcardle
Gary Coulibaly,62,CDM,bronze,France,36,51,58,53,62,68,https://wefut.com/player/22/12332/gary-coulibaly
Matt Done,62,LB,bronze,England,71,59,59,63,55,67,https://wefut.com/player/22/12329/matt-done
Adrian Scarlatache,62,CB,bronze,Romania,54,36,53,53,61,74,https://wefut.com/player/22/12326/adrian-scarlatache
Tony Craig,62,CB,bronze,England,39,31,52,50,61,73,https://wefut.com/player/22/12325/tony-craig
Markus Halsti,62,CB,bronze,Finland,32,46,59,50,61,68,https://wefut.com/player/22/12323/markus-halsti
Matt Bloomfield,62,CM,bronze,England,48,54,63,62,62,60,https://wefut.com/player/22/12322/matt-bloomfield
Sam Junqua,61,LB,birthday,United States,58,26,48,56,62,63,https://wefut.com/player/22/20535/sam-junqua
Joel Felix,61,CB,birthday,Denmark,56,41,49,51,62,68,https://wefut.com/player/22/20267/joel-felix
Snorre Nilsen,61,RB,birthday,Norway,63,39,46,55,58,62,https://wefut.com/player/22/20266/snorre-nilsen
Kim Min Jun,61,RM,birthday,Korea Republic,70,56,58,62,28,62,https://wefut.com/player/22/20265/kim-min-jun
